Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),TRSP(%),TFPS(Hz),RRSP(%),TPWR(dBm),Ptch(rad),Roll(rad),Yaw(rad),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,VSpd(m/s),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2023-04-27,18:04:39.150,6,0,100,0,0,19,100,8,100,14,100,20,100,20,0.01,0.04,-1.66,44.333248 -71.566988,0.1,264.74,371,11,0.1,16.8,0.5,9,99,"FBWA*",-1,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,-1,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1091,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:40.070,5,0,100,0,0,19,100,7,100,14,100,20,100,20,0.01,0.05,-1.64,44.333247 -71.566989,0.1,265.85,370,11,0.1,16.8,0.5,9,99,"FBWA",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,-1,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1091,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:41.070,9,0,100,0,0,19,100,11,100,13,100,20,100,20,0.02,0.06,-1.58,44.333247 -71.566993,0.2,270.08,370,11,0.0,16.8,0.5,10,99,"AUTO",-4,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:42.070,16,0,100,0,0,19,100,19,100,15,100,20,100,20,0.01,0.05,-1.42,44.333247 -71.566994,0.5,276.66,370,11,0.3,16.8,0.5,10,99,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:43.070,19,0,100,0,0,19,100,21,100,13,100,20,100,20,0.10,0.13,2.84,44.333209 -71.566980,8.8,157.70,371,11,-0.4,16.5,19.6,11,99,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:44.070,27,0,100,0,0,19,100,29,100,14,100,20,100,20,0.37,-0.02,2.86,44.333124 -71.566937,33.6,164.11,372,11,4.5,16.0,45.2,30,99,"AUTO",-8,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1475,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:45.070,34,0,100,0,0,19,100,36,100,14,100,20,100,20,0.45,0.01,2.87,44.333027 -71.566883,43.4,163.91,376,11,7.1,16.0,42.6,38,99,"AUTO",-4,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1478,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:46.070,36,0,100,0,0,19,100,38,100,14,100,20,100,20,0.48,0.02,2.87,44.332926 -71.566830,45.3,164.26,381,11,8.4,16.0,40.4,48,99,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:47.070,40,0,100,0,0,19,100,43,100,13,100,20,100,20,0.46,0.00,2.87,44.332716 -71.566725,46.6,163.43,392,11,8.1,16.0,38.5,64,99,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:48.070,42,0,100,0,0,19,100,44,100,13,100,20,100,20,0.41,-0.03,2.85,44.332608 -71.566672,49.2,164.07,398,11,7.3,16.0,37.8,71,99,"AUTO",-2,1,-1024,5,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:49.070,44,0,100,0,1,19,100,47,100,13,100,20,100,20,0.39,0.01,2.86,44.332378 -71.566559,52.1,164.27,409,12,7.2,16.0,37.3,79,99,"AUTO",-4,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1478,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:50.070,46,0,100,0,1,19,100,48,100,13,100,20,100,20,0.40,0.01,2.86,44.332264 -71.566506,52.5,164.43,414,12,7.3,16.1,31.2,94,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:51.070,48,0,100,0,1,19,100,51,100,13,99,20,100,20,0.39,-0.01,2.86,44.332044 -71.566408,45.9,163.70,424,12,6.0,16.4,12.1,98,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:52.070,50,0,100,0,0,19,100,51,100,13,99,20,100,20,0.03,-0.04,2.84,44.331938 -71.566361,48.8,162.87,425,12,-0.1,16.3,21.6,102,98,"AUTO",-2,1,-1024,5,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:53.070,50,0,100,0,1,19,100,52,100,14,97,20,100,20,0.11,-0.15,2.82,44.331814 -71.566302,54.2,161.04,425,12,1.1,16.0,35.0,108,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:54.070,49,0,100,0,1,19,100,52,100,14,97,20,100,20,0.24,-0.04,2.74,44.331677 -71.566223,62.2,157.77,427,12,4.8,16.1,32.7,115,98,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:55.070,50,0,100,0,1,19,100,54,100,13,94,20,100,20,0.24,0.01,2.76,44.331410 -71.566053,62.2,158.25,434,12,4.5,16.2,21.9,125,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:56.070,51,0,100,0,1,19,100,55,100,13,92,20,99,20,0.19,0.00,2.77,44.331277 -71.565969,62.6,158.68,437,12,3.3,16.1,28.6,131,98,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:57.070,54,0,100,0,1,19,100,55,100,14,92,20,94,20,0.17,-0.02,2.74,44.331005 -71.565800,62.5,158.48,442,12,3.4,16.3,19.0,135,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:58.070,54,0,100,0,1,19,100,58,100,13,87,20,94,20,0.03,0.04,2.74,44.330875 -71.565718,61.0,157.10,443,12,0.3,16.5,7.4,140,98,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:04:59.070,54,0,100,0,1,19,100,57,100,13,89,20,94,20,0.00,0.07,2.75,44.330620 -71.565566,58.8,158.98,444,12,-0.7,16.5,8.1,141,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:00.070,55,0,100,0,1,19,100,58,100,14,86,20,91,20,0.01,-0.12,2.71,44.330488 -71.565488,61.5,157.42,443,11,-0.2,16.4,14.7,146,98,"AUTO",-4,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1478,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:01.070,55,0,100,0,1,19,100,60,100,15,84,20,92,20,0.06,0.10,2.69,44.330349 -71.565397,63.3,153.73,443,13,0.7,16.4,14.6,149,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:02.070,54,0,100,0,1,19,100,59,100,14,86,20,94,20,0.05,0.11,2.71,44.330073 -71.565220,64.7,156.29,445,13,0.6,16.4,11.7,154,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:03.070,55,0,100,0,1,19,100,60,100,15,84,20,92,20,0.04,0.04,2.75,44.329932 -71.565139,64.4,157.33,445,12,0.7,16.4,11.5,156,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:04.070,56,0,100,0,1,19,100,61,100,13,83,20,91,20,0.04,-0.01,2.74,44.329649 -71.564984,64.0,157.16,447,14,1.1,16.4,11.2,159,98,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:05.070,59,0,100,0,1,19,100,63,100,14,79,20,86,20,0.05,-0.02,2.74,44.329511 -71.564907,63.0,157.77,448,14,1.0,16.5,8.6,162,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:06.070,59,0,100,0,1,19,100,63,100,14,79,20,87,20,0.02,-0.06,2.71,44.329375 -71.564829,62.2,157.79,448,14,0.1,16.5,9.8,164,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:07.070,58,0,100,0,1,19,100,62,100,14,81,20,87,20,0.03,-0.01,2.71,44.329108 -71.564664,62.1,155.54,448,15,1.1,16.5,10.8,166,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:08.070,59,0,100,0,1,19,100,61,100,13,83,20,86,20,0.03,-0.03,2.70,44.328974 -71.564577,61.3,154.82,449,15,1.0,16.5,7.1,170,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:09.070,60,0,100,0,1,19,100,62,100,14,81,20,84,20,0.00,0.08,2.68,44.328848 -71.564492,60.1,152.55,450,17,0.3,16.6,5.1,171,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:10.070,59,0,100,0,1,19,100,67,100,14,73,20,86,20,-0.02,0.17,2.73,44.328600 -71.564335,57.7,156.11,450,17,-0.4,16.6,3.6,174,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:11.070,58,0,100,0,1,19,100,63,100,14,79,20,87,20,-0.11,0.60,2.93,44.328477 -71.564276,56.3,161.87,450,17,-1.5,16.6,3.3,174,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:12.070,58,0,100,0,1,19,100,63,100,14,79,20,87,20,-0.07,0.61,-3.07,44.328211 -71.564258,58.1,185.87,447,17,-2.2,16.6,4.7,175,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:13.070,58,0,100,0,1,19,100,62,100,14,74,20,86,20,-0.03,0.65,-2.68,44.328081 -71.564313,59.8,203.92,446,16,-1.6,16.4,15.3,179,97,"AUTO",-4,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1478,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:14.070,57,0,100,0,1,19,100,63,100,15,79,20,89,20,0.04,0.65,-2.25,44.327861 -71.564567,62.0,236.61,447,15,0.5,16.4,13.9,182,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:15.070,66,0,100,0,1,19,100,69,100,14,70,20,74,20,0.08,0.49,-1.98,44.327785 -71.564729,58.2,247.10,447,15,0.5,16.4,13.3,187,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:16.070,57,0,100,0,0,19,100,58,100,13,87,20,89,20,0.10,0.35,-1.81,44.327729 -71.564901,56.9,255.39,448,16,1.2,16.4,12.8,190,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:17.070,53,0,100,0,0,19,100,56,100,14,91,20,95,20,0.06,0.17,-1.65,44.327663 -71.565236,53.5,267.44,450,16,1.4,16.4,11.9,192,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:18.070,53,0,100,0,0,19,100,55,100,14,92,20,95,20,0.08,0.16,-1.60,44.327641 -71.565403,51.0,269.05,451,16,1.8,16.5,8.1,196,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:19.070,54,0,100,0,0,19,100,56,100,13,92,20,91,20,0.04,0.00,-1.52,44.327628 -71.565560,49.3,273.26,453,17,0.9,16.5,6.8,197,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:20.070,55,0,100,0,0,19,100,57,100,14,89,20,92,20,0.03,0.00,-1.56,44.327606 -71.565878,47.5,271.99,454,17,0.7,16.5,8.5,199,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:21.070,55,0,100,0,0,19,100,58,100,13,87,20,92,20,0.06,0.01,-1.51,44.327593 -71.566032,48.3,271.09,454,17,0.6,16.4,11.6,203,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:22.070,56,0,100,0,0,19,100,59,100,15,86,20,91,20,0.08,0.00,-1.55,44.327566 -71.566355,49.3,271.17,455,17,1.0,16.4,12.1,206,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:23.070,57,0,100,0,0,19,100,59,100,15,86,20,89,20,0.07,-0.02,-1.56,44.327552 -71.566517,49.7,270.20,456,17,0.6,16.4,14.4,211,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:24.070,60,0,100,0,0,19,100,60,100,13,84,20,84,20,0.09,-0.09,-1.58,44.327537 -71.566687,51.3,270.49,456,16,1.6,16.4,15.2,214,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:25.070,60,0,100,0,0,19,100,59,100,14,86,20,84,20,0.10,-0.10,-1.60,44.327494 -71.567026,51.9,267.04,459,16,1.7,16.4,12.0,219,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:26.070,59,0,100,0,0,19,100,62,100,14,81,20,86,20,0.08,-0.02,-1.64,44.327466 -71.567197,52.1,265.44,460,17,1.2,16.4,12.5,222,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:27.070,60,0,100,0,0,19,100,60,100,13,84,20,84,20,0.07,0.07,-1.62,44.327438 -71.567360,52.4,265.82,460,17,0.9,16.4,14.1,225,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:28.070,56,0,100,0,0,19,100,60,100,14,84,20,91,20,0.08,0.00,-1.62,44.327384 -71.567702,53.5,265.97,462,17,1.2,16.4,14.4,228,97,"AUTO",-2,1,-1024,7,-1024,-1024,-1,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-04-27,18:05:29.070,56,0,100,0,0,19,100,58,100,13,87,20,91,20,0.10,0.00,-1.66,44.327356 -71.567871,53.1,264.90,463,17,1.3,16.4,13.4,233,97,"AUTO",-2,1,-1024,7,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1481,1480,886,1479,2012,988,988,1705,886,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
